"ProteinIDs"	"ProteinNames"	"GeneNames"	"GeneNamesUnique"
"MOB2"	"Q70IA6;Q70IA6-3;Q70IA6-2"	"MOB kinase activator 2"	"MOB2"	"MOB2"
"MOB4"	"Q9Y3A3;Q9Y3A3-2;Q9Y3A3-3"	"MOB-like protein phocein"	"MOB4"	"MOB4"
"MOCOS"	"Q96EN8"	"Molybdenum cofactor sulfurase"	"MOCOS"	"MOCOS"
"MOCS1"	"Q9NZB8-7;Q9NZB8-2;Q9NZB8-8;Q9NZB8;Q9NZB8-4;Q9NZB8-3;Q9NZB8-6;Q9NZB8-5"	"Molybdenum cofactor biosynthesis protein 1;Cyclic pyranopterin monophosphate synthase;Cyclic pyranopterin monophosphate synthase accessory protein"	"MOCS1"	"MOCS1"
"MOCS3"	"O95396"	"Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase"	"MOCS3"	"MOCS3"
"MOGS"	"Q13724;Q13724-2"	"Mannosyl-oligosaccharide glucosidase"	"MOGS"	"MOGS"
"MON1B"	"Q7L1V2-2;Q7L1V2"	"Vacuolar fusion protein MON1 homolog B"	"MON1B"	"MON1B"
"MON2"	"Q7Z3U7-2;Q7Z3U7-6;Q7Z3U7-5;Q7Z3U7;Q7Z3U7-3"	"Protein MON2 homolog"	"MON2"	"MON2"
"MORC2"	"Q9Y6X9;Q9Y6X9-2"	"MORC family CW-type zinc finger protein 2"	"MORC2"	"MORC2"
"MORC3"	"Q14149"	"MORC family CW-type zinc finger protein 3"	"MORC3"	"MORC3"
"MORF4L1"	"Q9UBU8-2;Q9UBU8;Q9UBU8-3"	"Mortality factor 4-like protein 1"	"MORF4L1"	"MORF4L1"
"MORF4L2"	"Q15014"	"Mortality factor 4-like protein 2"	"MORF4L2"	"MORF4L2"
"MOV10"	"Q9HCE1;Q9HCE1-2"	"Putative helicase MOV-10"	"MOV10"	"MOV10"
"MP68"	"P56378;P56378-2"	"6.8 kDa mitochondrial proteolipid"	"MP68"	"MP68"
"MPC1"	"Q9Y5U8"	"Mitochondrial pyruvate carrier 1"	"MPC1"	"MPC1"
"MPC2"	"O95563"	"Mitochondrial pyruvate carrier 2"	"MPC2"	"MPC2"
"MPDU1"	"O75352-2;O75352"	"Mannose-P-dolichol utilization defect 1 protein"	"MPDU1"	"MPDU1"
"MPDZ"	"O75970-5;O75970-3;O75970-2;O75970"	"Multiple PDZ domain protein"	"MPDZ"	"MPDZ"
"MPG"	"P29372-5;P29372-4;P29372-2;P29372"	"DNA-3-methyladenine glycosylase"	"MPG"	"MPG"
"MPHOSPH10"	"O00566"	"U3 small nucleolar ribonucleoprotein protein MPP10"	"MPHOSPH10"	"MPHOSPH10"
"MPHOSPH6"	"Q99547"	"M-phase phosphoprotein 6"	"MPHOSPH6"	"MPHOSPH6"
"MPHOSPH8"	"Q99549;Q99549-2"	"M-phase phosphoprotein 8"	"MPHOSPH8"	"MPHOSPH8"
"MPI"	"P34949;P34949-2"	"Mannose-6-phosphate isomerase"	"MPI"	"MPI"
"MPP2"	"Q14168-6;Q14168-2;Q14168-3;Q14168;Q14168-4;Q14168-5"	"MAGUK p55 subfamily member 2"	"MPP2"	"MPP2"
"MPP5"	"Q8N3R9-2"	"MAGUK p55 subfamily member 5"	"MPP5"	"MPP5"
"MPP6"	"Q9NZW5"	"MAGUK p55 subfamily member 6"	"MPP6"	"MPP6"
"MPP7"	"Q5T2T1;Q5T2T1-2"	"MAGUK p55 subfamily member 7"	"MPP7"	"MPP7"
"MPRIP"	"Q6WCQ1;Q6WCQ1-2;Q6WCQ1-3"	"Myosin phosphatase Rho-interacting protein"	"MPRIP"	"MPRIP"
"MPST"	"P25325;P25325-2"	"3-mercaptopyruvate sulfurtransferase"	"MPST"	"MPST"
"MPV17"	"P39210"	"Protein Mpv17"	"MPV17"	"MPV17"
"MPZ"	"P25189;P25189-2"	"Myelin protein P0"	"MPZ"	"MPZ"
"MPZL1"	"O95297-4;O95297-2;O95297;O95297-3"	"Myelin protein zero-like protein 1"	"MPZL1"	"MPZL1"
"MRE11A"	"P49959;P49959-3;P49959-2"	"Double-strand break repair protein MRE11A"	"MRE11A"	"MRE11A"
"MRFAP1"	"Q9Y605;Q96HT8"	"MORF4 family-associated protein 1"	"MRFAP1"	"MRFAP1"
"MRGBP"	"Q9NV56"	"MRG/MORF4L-binding protein"	"MRGBP"	"MRGBP"
"MRI1"	"Q9BV20;Q9BV20-2"	"Methylthioribose-1-phosphate isomerase"	"MRI1"	"MRI1"
"MROH1"	"Q8NDA8;Q8NDA8-2;Q8NDA8-7;Q8NDA8-3;Q8NDA8-6;Q8NDA8-4;Q8NDA8-5"	"Maestro heat-like repeat-containing protein family member 1"	"MROH1"	"MROH1"
"MRPL1"	"Q9BYD6"	"39S ribosomal protein L1, mitochondrial"	"MRPL1"	"MRPL1"
"MRPL10"	"Q7Z7H8;Q7Z7H8-2"	"39S ribosomal protein L10, mitochondrial"	"MRPL10"	"MRPL10"
"MRPL11"	"Q9Y3B7;Q9Y3B7-2;Q9Y3B7-3"	"39S ribosomal protein L11, mitochondrial"	"MRPL11"	"MRPL11"
"MRPL12"	"P52815"	"39S ribosomal protein L12, mitochondrial"	"MRPL12"	"MRPL12"
"MRPL13"	"Q9BYD1"	"39S ribosomal protein L13, mitochondrial"	"MRPL13"	"MRPL13"
"MRPL14"	"Q6P1L8"	"39S ribosomal protein L14, mitochondrial"	"MRPL14"	"MRPL14"
"MRPL15"	"Q9P015"	"39S ribosomal protein L15, mitochondrial"	"MRPL15"	"MRPL15"
"MRPL16"	"Q9NX20"	"39S ribosomal protein L16, mitochondrial"	"MRPL16"	"MRPL16"
"MRPL17"	"Q9NRX2"	"39S ribosomal protein L17, mitochondrial"	"MRPL17"	"MRPL17"
"MRPL18"	"Q9H0U6"	"39S ribosomal protein L18, mitochondrial"	"MRPL18"	"MRPL18"
"MRPL19"	"P49406"	"39S ribosomal protein L19, mitochondrial"	"MRPL19"	"MRPL19"
"MRPL2"	"Q5T653"	"39S ribosomal protein L2, mitochondrial"	"MRPL2"	"MRPL2"
"MRPL21"	"Q7Z2W9;Q7Z2W9-2"	"39S ribosomal protein L21, mitochondrial"	"MRPL21"	"MRPL21"
"MRPL22"	"Q9NWU5;Q9NWU5-2;Q9NWU5-3"	"39S ribosomal protein L22, mitochondrial"	"MRPL22"	"MRPL22"
"MRPL23"	"Q16540"	"39S ribosomal protein L23, mitochondrial"	"MRPL23"	"MRPL23"
"MRPL24"	"Q96A35"	"39S ribosomal protein L24, mitochondrial"	"MRPL24"	"MRPL24"
"MRPL27"	"Q9P0M9"	"39S ribosomal protein L27, mitochondrial"	"MRPL27"	"MRPL27"
"MRPL28"	"Q13084"	"39S ribosomal protein L28, mitochondrial"	"MRPL28"	"MRPL28"
"MRPL3"	"P09001"	"39S ribosomal protein L3, mitochondrial"	"MRPL3"	"MRPL3"
"MRPL30"	"Q8TCC3;Q8TCC3-2"	"39S ribosomal protein L30, mitochondrial"	"MRPL30"	"MRPL30"
"MRPL32"	"Q9BYC8"	"39S ribosomal protein L32, mitochondrial"	"MRPL32"	"MRPL32"
"MRPL37"	"Q9BZE1"	"39S ribosomal protein L37, mitochondrial"	"MRPL37"	"MRPL37"
"MRPL38"	"Q96DV4;Q96DV4-2"	"39S ribosomal protein L38, mitochondrial"	"MRPL38"	"MRPL38"
"MRPL39"	"Q9NYK5;Q9NYK5-2"	"39S ribosomal protein L39, mitochondrial"	"MRPL39"	"MRPL39"
"MRPL4"	"Q9BYD3;Q9BYD3-2"	"39S ribosomal protein L4, mitochondrial"	"MRPL4"	"MRPL4"
"MRPL40"	"Q9NQ50"	"39S ribosomal protein L40, mitochondrial"	"MRPL40"	"MRPL40"
"MRPL41"	"Q8IXM3"	"39S ribosomal protein L41, mitochondrial"	"MRPL41"	"MRPL41"
"MRPL42"	"Q9Y6G3"	"39S ribosomal protein L42, mitochondrial"	"MRPL42"	"MRPL42"
"MRPL43"	"Q8N983-4;Q8N983-3;Q8N983-2;Q8N983;Q8N983-6;Q8N983-7"	"39S ribosomal protein L43, mitochondrial"	"MRPL43"	"MRPL43"
"MRPL44"	"Q9H9J2"	"39S ribosomal protein L44, mitochondrial"	"MRPL44"	"MRPL44"
"MRPL45"	"Q9BRJ2"	"39S ribosomal protein L45, mitochondrial"	"MRPL45"	"MRPL45"
"MRPL46"	"Q9H2W6"	"39S ribosomal protein L46, mitochondrial"	"MRPL46"	"MRPL46"
"MRPL47"	"Q9HD33-2;Q9HD33;Q9HD33-3"	"39S ribosomal protein L47, mitochondrial"	"MRPL47"	"MRPL47"
"MRPL48"	"Q96GC5-3;Q96GC5"	"39S ribosomal protein L48, mitochondrial"	"MRPL48"	"MRPL48"
"MRPL49"	"Q13405"	"39S ribosomal protein L49, mitochondrial"	"MRPL49"	"MRPL49"
"MRPL50"	"Q8N5N7;Q8N5N7-2"	"39S ribosomal protein L50, mitochondrial"	"MRPL50"	"MRPL50"
"MRPL52"	"Q86TS9-3;Q86TS9;Q86TS9-2"	"39S ribosomal protein L52, mitochondrial"	"MRPL52"	"MRPL52"
"MRPL53"	"Q96EL3"	"39S ribosomal protein L53, mitochondrial"	"MRPL53"	"MRPL53"
"MRPL54"	"Q6P161"	"39S ribosomal protein L54, mitochondrial"	"MRPL54"	"MRPL54"
"MRPL55"	"Q7Z7F7;Q7Z7F7-2"	"39S ribosomal protein L55, mitochondrial"	"MRPL55"	"MRPL55"
"MRPL9"	"Q9BYD2"	"39S ribosomal protein L9, mitochondrial"	"MRPL9"	"MRPL9"
"MRPS10"	"P82664"	"28S ribosomal protein S10, mitochondrial"	"MRPS10"	"MRPS10"
"MRPS11"	"P82912-2;P82912;P82912-3"	"28S ribosomal protein S11, mitochondrial"	"MRPS11"	"MRPS11"
"MRPS12"	"O15235"	"28S ribosomal protein S12, mitochondrial"	"MRPS12"	"MRPS12"
"MRPS14"	"O60783"	"28S ribosomal protein S14, mitochondrial"	"MRPS14"	"MRPS14"
"MRPS16"	"Q9Y3D3-2;Q9Y3D3"	"28S ribosomal protein S16, mitochondrial"	"MRPS16"	"MRPS16"
"MRPS17"	"Q9Y2R5"	"28S ribosomal protein S17, mitochondrial"	"MRPS17"	"MRPS17"
"MRPS18A"	"Q9NVS2;Q9NVS2-2;Q9NVS2-3"	"28S ribosomal protein S18a, mitochondrial"	"MRPS18A"	"MRPS18A"
"MRPS18B"	"Q9Y676"	"28S ribosomal protein S18b, mitochondrial"	"MRPS18B"	"MRPS18B"
"MRPS2"	"Q9Y399"	"28S ribosomal protein S2, mitochondrial"	"MRPS2"	"MRPS2"
"MRPS22"	"P82650;P82650-2"	"28S ribosomal protein S22, mitochondrial"	"MRPS22"	"MRPS22"
"MRPS23"	"Q9Y3D9"	"28S ribosomal protein S23, mitochondrial"	"MRPS23"	"MRPS23"
"MRPS24"	"Q96EL2"	"28S ribosomal protein S24, mitochondrial"	"MRPS24"	"MRPS24"
"MRPS25"	"P82663;P82663-3;P82663-2"	"28S ribosomal protein S25, mitochondrial"	"MRPS25"	"MRPS25"
"MRPS26"	"Q9BYN8"	"28S ribosomal protein S26, mitochondrial"	"MRPS26"	"MRPS26"
"MRPS27"	"Q92552;Q92552-2"	"28S ribosomal protein S27, mitochondrial"	"MRPS27"	"MRPS27"
"MRPS28"	"Q9Y2Q9"	"28S ribosomal protein S28, mitochondrial"	"MRPS28"	"MRPS28"
"MRPS30"	"Q9NP92"	"28S ribosomal protein S30, mitochondrial"	"MRPS30"	"MRPS30"
"MRPS31"	"Q92665"	"28S ribosomal protein S31, mitochondrial"	"MRPS31"	"MRPS31"
"MRPS33"	"Q9Y291"	"28S ribosomal protein S33, mitochondrial"	"MRPS33"	"MRPS33"
"MRPS34"	"P82930"	"28S ribosomal protein S34, mitochondrial"	"MRPS34"	"MRPS34"
"MRPS35"	"P82673;P82673-2"	"28S ribosomal protein S35, mitochondrial"	"MRPS35"	"MRPS35"
"MRPS36"	"P82909"	"28S ribosomal protein S36, mitochondrial"	"MRPS36"	"MRPS36"
"MRPS5"	"P82675;P82675-2"	"28S ribosomal protein S5, mitochondrial"	"MRPS5"	"MRPS5"
"MRPS6"	"P82932"	"28S ribosomal protein S6, mitochondrial"	"MRPS6"	"MRPS6"
"MRPS7"	"Q9Y2R9"	"28S ribosomal protein S7, mitochondrial"	"MRPS7"	"MRPS7"
"MRPS9"	"P82933"	"28S ribosomal protein S9, mitochondrial"	"MRPS9"	"MRPS9"
"MRRF"	"Q96E11-3;Q96E11;Q96E11-2;Q96E11-8;Q96E11-5;Q96E11-4"	"Ribosome-recycling factor, mitochondrial"	"MRRF"	"MRRF"
"MRTO4"	"Q9UKD2"	"mRNA turnover protein 4 homolog"	"MRTO4"	"MRTO4"
"MRVI1"	"Q9Y6F6-5;Q9Y6F6-4;Q9Y6F6-9;Q9Y6F6-7;Q9Y6F6-6;Q9Y6F6-3;Q9Y6F6;Q9Y6F6-2;Q9Y6F6-8"	"Protein MRVI1"	"MRVI1"	"MRVI1"
"MS4A10"	"Q96PG2"	"Membrane-spanning 4-domains subfamily A member 10"	"MS4A10"	"MS4A10"
"MSH2"	"P43246"	"DNA mismatch repair protein Msh2"	"MSH2"	"MSH2"
"MSH3"	"P20585"	"DNA mismatch repair protein Msh3"	"MSH3"	"MSH3"
"MSH6"	"P52701;P52701-2;P52701-3;P52701-4"	"DNA mismatch repair protein Msh6"	"MSH6"	"MSH6"
"MSI2"	"Q96DH6-2;Q96DH6;Q96DH6-3"	"RNA-binding protein Musashi homolog 2"	"MSI2"	"MSI2"
"MSL1"	"Q68DK7;Q68DK7-3;Q68DK7-2"	"Male-specific lethal 1 homolog"	"MSL1"	"MSL1"
"MSMO1"	"Q15800;Q15800-2"	"Methylsterol monooxygenase 1"	"MSMO1"	"MSMO1"
"MSN"	"P26038"	"Moesin"	"MSN"	"MSN"
"MSRA"	"Q9UJ68-2;Q9UJ68-3;Q9UJ68-5;Q9UJ68;Q9UJ68-4"	"Mitochondrial peptide methionine sulfoxide reductase"	"MSRA"	"MSRA"
"MSRB2"	"Q9Y3D2"	"Methionine-R-sulfoxide reductase B2, mitochondrial"	"MSRB2"	"MSRB2"
"MSRB3"	"Q8IXL7-2;Q8IXL7"	"Methionine-R-sulfoxide reductase B3"	"MSRB3"	"MSRB3"
"MSTO1"	"Q9BUK6-7;Q9BUK6-3;Q9BUK6-2;Q9BUK6;Q9BUK6-4;Q9BUK6-5"	"Protein misato homolog 1"	"MSTO1"	"MSTO1"
"MT-ATP8"	"P03928"	"ATP synthase protein 8"	"MT-ATP8"	"MT-ATP8"
"MT-CO1"	"P00395"	"Cytochrome c oxidase subunit 1"	"MT-CO1"	"MT-CO1"
"MT-CO2"	"P00403"	"Cytochrome c oxidase subunit 2"	"MT-CO2"	"MT-CO2"
"MT-ND1"	"P03886"	"NADH-ubiquinone oxidoreductase chain 1"	"MT-ND1"	"MT-ND1"
"MT-ND4"	"P03905"	"NADH-ubiquinone oxidoreductase chain 4"	"MT-ND4"	"MT-ND4"
"MT-ND5"	"P03915"	"NADH-ubiquinone oxidoreductase chain 5"	"MT-ND5"	"MT-ND5"
"MT2A;MT1G"	"P02795;P13640-2;P13640;CON__P67983;Q8N339;P80294;P04731"	"Metallothionein-2;Metallothionein-1G"	"MT2A;MT1G"	"MT2A;MT1G"
"MTA1"	"Q13330-3;Q13330;Q13330-2"	"Metastasis-associated protein MTA1"	"MTA1"	"MTA1"
"MTA2"	"O94776;O94776-2"	"Metastasis-associated protein MTA2"	"MTA2"	"MTA2"
"MTA3"	"Q9BTC8-2;Q9BTC8"	"Metastasis-associated protein MTA3"	"MTA3"	"MTA3"
"MTAP"	"Q13126;Q13126-4;Q13126-3;Q13126-2;Q13126-7;Q13126-6;Q13126-5"	"S-methyl-5-thioadenosine phosphorylase"	"MTAP"	"MTAP"
"MTCH1"	"Q9NZJ7-2;Q9NZJ7;Q9NZJ7-3"	"Mitochondrial carrier homolog 1"	"MTCH1"	"MTCH1"
"MTCH2"	"Q9Y6C9"	"Mitochondrial carrier homolog 2"	"MTCH2"	"MTCH2"
"MTDH"	"Q86UE4"	"Protein LYRIC"	"MTDH"	"MTDH"
"MTERF3"	"Q96E29-3;Q96E29-2;Q96E29"	"Transcription termination factor 3, mitochondrial"	"MTERF3"	"MTERF3"
"MTFP1"	"Q9UDX5;Q9UDX5-2"	"Mitochondrial fission process protein 1"	"MTFP1"	"MTFP1"
"MTFR1"	"Q15390-2;Q15390"	"Mitochondrial fission regulator 1"	"MTFR1"	"MTFR1"
"MTFR1L"	"Q9H019-3;Q9H019;Q9H019-2"	"Mitochondrial fission regulator 1-like"	"MTFR1L"	"MTFR1L"
"MTG1"	"Q9BT17;Q9BT17-2"	"Mitochondrial ribosome-associated GTPase 1"	"MTG1"	"MTG1"
"MTHFD1"	"P11586"	"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed"	"MTHFD1"	"MTHFD1"
"MTHFD1L"	"Q6UB35;Q6UB35-2"	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"	"MTHFD1L"	"MTHFD1L"
"MTHFD2"	"P13995;P13995-2"	"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase"	"MTHFD2"	"MTHFD2"
"MTHFS"	"P49914-2;P49914"	"5-formyltetrahydrofolate cyclo-ligase"	"MTHFS"	"MTHFS"
"MTIF2"	"P46199"	"Translation initiation factor IF-2, mitochondrial"	"MTIF2"	"MTIF2"
"MTIF3"	"Q9H2K0"	"Translation initiation factor IF-3, mitochondrial"	"MTIF3"	"MTIF3"
"MTM1"	"Q13496;Q13496-2"	"Myotubularin"	"MTM1"	"MTM1"
"MTMR1"	"Q13613;Q13613-2"	"Myotubularin-related protein 1"	"MTMR1"	"MTMR1"
"MTMR10"	"Q9NXD2;Q9NXD2-3;Q9NXD2-2"	"Myotubularin-related protein 10"	"MTMR10"	"MTMR10"
"MTMR12"	"Q9C0I1-3;Q9C0I1-2;Q9C0I1"	"Myotubularin-related protein 12"	"MTMR12"	"MTMR12"
"MTMR2"	"Q13614;Q13614-2"	"Myotubularin-related protein 2"	"MTMR2"	"MTMR2"
"MTMR3"	"Q13615-3;Q13615-2;Q13615"	"Myotubularin-related protein 3"	"MTMR3"	"MTMR3"
"MTMR6"	"Q9Y217;Q9Y217-2"	"Myotubularin-related protein 6"	"MTMR6"	"MTMR6"
"MTMR9"	"Q96QG7;Q96QG7-2"	"Myotubularin-related protein 9"	"MTMR9"	"MTMR9"
"MTOR"	"P42345"	"Serine/threonine-protein kinase mTOR"	"MTOR"	"MTOR"
"MTPAP"	"Q9NVV4-2;Q9NVV4"	"Poly(A) RNA polymerase, mitochondrial"	"MTPAP"	"MTPAP"
"MTPN"	"P58546"	"Myotrophin"	"MTPN"	"MTPN"
"MTR"	"Q99707-2;Q99707"	"Methionine synthase"	"MTR"	"MTR"
"MTX1"	"Q13505-3;Q13505;Q13505-2"	"Metaxin-1"	"MTX1"	"MTX1"
"MTX2"	"O75431;O75431-2"	"Metaxin-2"	"MTX2"	"MTX2"
"MTX3"	"Q5HYI7;Q5HYI7-4;Q5HYI7-5;Q5HYI7-2"	"Metaxin-3"	"MTX3"	"MTX3"
"MUC1"	"P15941-4;P15941-3;P15941;P15941-2;P15941-7;P15941-11;P15941-8;P15941-17;P15941-15;P15941-6;P15941-12;P15941-16;P15941-9;P15941-10;P15941-13;P15941-5"	"Mucin-1;Mucin-1 subunit alpha;Mucin-1 subunit beta"	"MUC1"	"MUC1"
"MUC16"	"Q8WXI7"	"Mucin-16"	"MUC16"	"MUC16"
"MUC19"	"Q7Z5P9-2;Q7Z5P9"	"Mucin-19"	"MUC19"	"MUC19"
"MUC4"	"Q99102-13;Q99102-10;Q99102;Q99102-12;Q99102-3;Q99102-17;Q99102-5;Q99102-16;Q99102-2;Q99102-8;Q99102-7"	"Mucin-4;Mucin-4 alpha chain;Mucin-4 beta chain"	"MUC4"	"MUC4"
"MUC6"	"Q6W4X9"	"Mucin-6"	"MUC6"	"MUC6"
"MUT"	"P22033"	"Methylmalonyl-CoA mutase, mitochondrial"	"MUT"	"MUT"
"MVB12A"	"Q96EY5-3;Q96EY5;Q96EY5-2"	"Multivesicular body subunit 12A"	"MVB12A"	"MVB12A"
"MVD"	"P53602"	"Diphosphomevalonate decarboxylase"	"MVD"	"MVD"
"MVK"	"Q03426"	"Mevalonate kinase"	"MVK"	"MVK"
"MVP"	"Q14764"	"Major vault protein"	"MVP"	"MVP"
"MX1"	"P20591;P20591-2;P20592-2;P20592"	"Interferon-induced GTP-binding protein Mx1;Interferon-induced GTP-binding protein Mx1, N-terminally processed"	"MX1"	"MX1"
"MXRA7"	"P84157;P84157-2;P84157-3"	"Matrix-remodeling-associated protein 7"	"MXRA7"	"MXRA7"
"MYADM"	"Q96S97"	"Myeloid-associated differentiation marker"	"MYADM"	"MYADM"
"MYBBP1A"	"Q9BQG0;Q9BQG0-2"	"Myb-binding protein 1A"	"MYBBP1A"	"MYBBP1A"
"MYBPC1"	"Q00872-3;Q00872;Q00872-10;Q00872-2;Q00872-4;Q00872-6;Q00872-9;Q00872-5;Q00872-8;Q14324"	"Myosin-binding protein C, slow-type"	"MYBPC1"	"MYBPC1"
"MYCBP"	"Q99417"	"C-Myc-binding protein"	"MYCBP"	"MYCBP"
"MYCBP2"	"O75592-2;O75592"	"E3 ubiquitin-protein ligase MYCBP2"	"MYCBP2"	"MYCBP2"
"MYD88"	"Q99836-5;Q99836;Q99836-6;Q99836-2;Q99836-3;Q99836-4"	"Myeloid differentiation primary response protein MyD88"	"MYD88"	"MYD88"
"MYDGF"	"Q969H8"	"Myeloid-derived growth factor"	"MYDGF"	"MYDGF"
"MYEF2"	"Q9P2K5-2;Q9P2K5;Q9P2K5-3;Q9P2K5-4"	"Myelin expression factor 2"	"MYEF2"	"MYEF2"
"MYH10"	"P35580-2;P35580-4"	"Myosin-10"	"MYH10"	"MYH10"
"MYH11"	"P35749;P35749-2;P35749-4;P35749-3"	"Myosin-11"	"MYH11"	"MYH11"
"MYH14"	"Q7Z406-6;Q7Z406-2;Q7Z406;Q7Z406-4;Q7Z406-5"	"Myosin-14"	"MYH14"	"MYH14"
"MYH9"	"P35579;P35579-2;P13535;Q9Y623;P13533;P12882;Q9UKX2;A7E2Y1"	"Myosin-9"	"MYH9"	"MYH9"
"MYL1;MYL3"	"P05976-2;P05976;P08590"	"Myosin light chain 1/3, skeletal muscle isoform;Myosin light chain 3"	"MYL1;MYL3"	"MYL1;MYL3"
"MYL12B"	"O14950"	"Myosin regulatory light chain 12B"	"MYL12B"	"MYL12B"
"MYL6"	"P60660-2"	"Myosin light polypeptide 6"	"MYL6"	"MYL6"
"MYL6B"	"P14649"	"Myosin light chain 6B"	"MYL6B"	"MYL6B"
"MYL9"	"P24844;P24844-2"	"Myosin regulatory light polypeptide 9"	"MYL9"	"MYL9"
"MYLK"	"Q15746;Q15746-2;Q15746-5;Q15746-3;Q15746-4;Q15746-7;Q15746-9"	"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form"	"MYLK"	"MYLK"
"MYLK.1"	"Q15746-6;Q15746-11"	"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form"	"MYLK"	"MYLK.1"
"MYO18A"	"Q92614-4;Q92614;Q92614-3;Q92614-2;Q92614-5"	"Unconventional myosin-XVIIIa"	"MYO18A"	"MYO18A"
"MYO19"	"Q96H55-3;Q96H55;Q96H55-4;Q96H55-2"	"Unconventional myosin-XIX"	"MYO19"	"MYO19"
"MYO1B"	"O43795-2"	"Unconventional myosin-Ib"	"MYO1B"	"MYO1B"
"MYO1C"	"O00159-3;O00159"	"Unconventional myosin-Ic"	"MYO1C"	"MYO1C"
"MYO1D"	"O94832"	"Unconventional myosin-Id"	"MYO1D"	"MYO1D"
"MYO1E"	"Q12965"	"Unconventional myosin-Ie"	"MYO1E"	"MYO1E"
"MYO5A"	"Q9Y4I1-2;Q9Y4I1;Q9Y4I1-3"	"Unconventional myosin-Va"	"MYO5A"	"MYO5A"
"MYO5B"	"Q9ULV0;Q9ULV0-3"	"Unconventional myosin-Vb"	"MYO5B"	"MYO5B"
"MYO5C"	"Q9NQX4;Q9NQX4-2"	"Unconventional myosin-Vc"	"MYO5C"	"MYO5C"
"MYO6"	"Q9UM54-6"	"Unconventional myosin-VI"	"MYO6"	"MYO6"
"MYO9B"	"Q13459-2;Q13459"	"Unconventional myosin-IXb"	"MYO9B"	"MYO9B"
"MYOF"	"Q9NZM1-6;Q9NZM1;Q9NZM1-3;Q9NZM1-2;Q9NZM1-5;Q9NZM1-7;Q9NZM1-8;Q9NZM1-4"	"Myoferlin"	"MYOF"	"MYOF"
"MZB1"	"Q8WU39;Q8WU39-3"	"Marginal zone B- and B1-cell-specific protein"	"MZB1"	"MZB1"
"MZT1"	"Q08AG7"	"Mitotic-spindle organizing protein 1"	"MZT1"	"MZT1"
"MZT2B;MZT2A"	"Q6NZ67;Q6P582"	"Mitotic-spindle organizing protein 2B;Mitotic-spindle organizing protein 2A"	"MZT2B;MZT2A"	"MZT2B;MZT2A"
"NAA10"	"P41227;P41227-2;Q9BSU3"	"N-alpha-acetyltransferase 10"	"NAA10"	"NAA10"
"NAA15"	"Q9BXJ9;Q9BXJ9-4"	"N-alpha-acetyltransferase 15, NatA auxiliary subunit"	"NAA15"	"NAA15"
"NAA16"	"Q6N069;Q6N069-5;Q6N069-4;Q6N069-3;Q6N069-2"	"N-alpha-acetyltransferase 16, NatA auxiliary subunit"	"NAA16"	"NAA16"
"NAA25"	"Q14CX7;Q14CX7-2"	"N-alpha-acetyltransferase 25, NatB auxiliary subunit"	"NAA25"	"NAA25"
"NAA30"	"Q147X3-2;Q147X3"	"N-alpha-acetyltransferase 30"	"NAA30"	"NAA30"
"NAA35"	"Q5VZE5;Q5VZE5-2"	"N-alpha-acetyltransferase 35, NatC auxiliary subunit"	"NAA35"	"NAA35"
"NAA50"	"Q9GZZ1;Q9GZZ1-2"	"N-alpha-acetyltransferase 50"	"NAA50"	"NAA50"
"NAAA"	"Q02083-2;Q02083;Q02083-3"	"N-acylethanolamine-hydrolyzing acid amidase;N-acylethanolamine-hydrolyzing acid amidase subunit alpha;N-acylethanolamine-hydrolyzing acid amidase subunit beta"	"NAAA"	"NAAA"
"NAALADL2"	"Q58DX5"	"Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2"	"NAALADL2"	"NAALADL2"
"NAB2"	"Q15742-3;Q15742;Q15742-2"	"NGFI-A-binding protein 2"	"NAB2"	"NAB2"
"NACA"	"E9PAV3;Q13765;E9PAV3-2;Q9BZK3"	"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha"	"NACA"	"NACA"
"NACC1"	"Q96RE7"	"Nucleus accumbens-associated protein 1"	"NACC1"	"NACC1"
"NADK2"	"Q4G0N4;Q4G0N4-3;Q4G0N4-2"	"NAD kinase 2, mitochondrial"	"NADK2"	"NADK2"
"NADSYN1"	"Q6IA69;Q6IA69-2"	"Glutamine-dependent NAD(+) synthetase"	"NADSYN1"	"NADSYN1"
"NAE1"	"Q13564-2;Q13564;Q13564-4;Q13564-3"	"NEDD8-activating enzyme E1 regulatory subunit"	"NAE1"	"NAE1"
"NAGA"	"P17050"	"Alpha-N-acetylgalactosaminidase"	"NAGA"	"NAGA"
